family,size,dataset,lr,beta,dpo_step,elapsed_time_sec,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,288,7516.2,71.24573378839591,39.39393939393939,85.29188779378318,79.22724556861182,77.85636561479869,62.90364389346643,85.01243367597972,40.86666666666666,56.622516556291394,12.01716871075126,1046.3538864522695
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,336,8768.9,71.24573378839591,39.39393939393939,86.2016679302502,79.30691097390958,77.74755168661589,63.534420749662225,86.41377101645855,41.56666666666666,54.516129032258064,12.163660511074124,1061.0629341648525
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,384,10021.6,71.07508532423208,39.39393939393939,86.2016679302502,79.32682732523402,77.9651795429815,63.65562683822594,85.76055975921666,41.599999999999994,55.80645161290323,11.854058979838038,963.784152309008
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,432,11274.3,71.50170648464163,39.39393939393939,87.26307808946171,79.2670782712607,77.58433079434167,63.68193718100134,87.28180117643409,40.333333333333336,59.66666666666667,12.2641789600134,963.61108293441
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,478,12474.8,71.67235494880546,39.39393939393939,86.88400303260046,79.33678550089624,77.63873775843308,63.69384790868406,86.73225929422821,41.266666666666666,60.45751633986928,11.913768162137828,949.9748400827491
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,48,1254.8,67.57679180887372,36.868686868686865,78.69598180439728,78.56004779924318,78.12840043525571,55.067100391453515,86.8084460343001,46.76666666666666,52.922077922077925,10.859521474476113,991.3675631288348
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,96,2509.7,68.51535836177474,36.868686868686865,83.24488248673238,78.89862577175862,78.23721436343853,57.606690683826535,87.00703023533114,42.13333333333333,56.622516556291394,10.75394894164864,1046.238027655463
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,144,3764.5,69.96587030716724,38.38383838383838,84.00303260045489,79.11770563632743,77.9107725788901,59.762087148874684,85.98662659521182,50.766666666666666,57.94701986754966,13.586322688507174,1078.8013905453015
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,192,5019.3,70.13651877133105,40.4040404040404,83.77558756633815,79.49611631149173,77.85636561479869,61.06851982265543,86.64233123667424,48.266666666666666,53.333333333333336,13.72180271597794,1068.9807032842405
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,240,6274.1,71.07508532423208,39.8989898989899,84.76118271417741,79.52599083847839,78.29162132752992,61.924075532868805,87.46415067576253,45.93333333333334,56.4625850340136,13.180277421395187,1072.0647080467338
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,288,7529.0,71.33105802047781,39.8989898989899,84.68536770280515,79.43636725751843,78.0739934711643,62.71469689080714,87.81510835693737,46.4,62.58278145695364,12.688824975777656,1025.3655018062832
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,336,8783.8,71.41638225255973,40.4040404040404,84.4579226686884,79.55586536546505,77.9107725788901,63.30107984458632,86.97705421614648,43.96666666666666,59.797297297297305,11.0882918469765,1065.724066846452
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,384,10038.6,71.41638225255973,39.8989898989899,84.91281273692191,79.60565624377614,77.9651795429815,63.33892430040029,86.89837409185407,44.63333333333333,54.3046357615894,12.3077056893606,1064.5477913152263
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,432,11293.4,71.50170648464163,39.8989898989899,84.91281273692191,79.57578171678948,77.9651795429815,63.43215953890818,87.98122315456324,45.89999999999999,60.19736842105263,12.20469822247138,1057.613553140002
qwen3,8b,ultrafeedback_binarized,4e-06,0.02,478,12496.0,71.67235494880546,40.4040404040404,84.6095526914329,79.6355307707628,77.9651795429815,63.44273659995163,87.5977960699832,44.63333333333333,55.92105263157895,12.54704390132718,1057.2296270890704
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,48,1244.5,67.57679180887372,37.878787878787875,79.45413191811978,78.6795459071898,77.9651795429815,55.077143974218615,86.41377101645855,46.63333333333333,54.22077922077923,11.148408822186877,1013.076522031652
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,96,2488.9,69.6245733788396,40.909090909090914,82.48673237300986,79.01812387970524,78.18280739934713,58.04994296987274,86.9770542161465,48.43333333333333,65.9090909090909,12.585987687703916,1040.1156115547335
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,144,3733.4,69.96587030716724,39.8989898989899,82.48673237300986,79.19737104162517,78.12840043525571,59.25637541653222,86.79221133259752,49.3,59.66666666666667,16.54486410257904,1058.740251937037
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,192,4977.8,70.39249146757679,41.41414141414141,81.88021228203183,79.52599083847839,78.18280739934713,59.39102591806733,86.31885619046353,49.9,59.60264900662252,14.112115519201357,1076.4000213634154
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,240,6222.3,70.4778156996587,40.909090909090914,83.47232752084913,79.51603266281617,78.29162132752992,61.04936273767149,86.74600061171026,49.099999999999994,58.88157894736842,16.475053686133343,1048.838567607519
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,288,7466.7,70.98976109215018,41.41414141414141,85.51933282789992,79.67536347341168,78.34602829162132,61.92551009163132,87.21935575384425,48.0,58.666666666666664,16.87660048266079,1061.0959578780516
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,336,8711.2,70.98976109215018,39.8989898989899,85.36770280515542,79.50607448715395,78.40043525571274,62.351454929549,87.00952361955169,50.0,66.99346405228758,17.319181075476425,1051.4358018709966
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,384,9955.7,70.90443686006826,40.4040404040404,85.51933282789992,79.44632543318065,78.29162132752992,62.34304604134532,87.29554249391614,50.699999999999996,63.48684210526315,17.378773218935144,1094.7888778043018
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,432,11200.1,70.81911262798634,39.8989898989899,85.36770280515542,79.49611631149173,78.29162132752992,62.31672767629933,87.12693431206976,50.9,56.86274509803921,16.98225660754443,1050.1720994463478
qwen3,8b,ultrafeedback_binarized,4e-06,0.04,478,12392.7,71.160409556314,40.909090909090914,85.36770280515542,79.5857398924517,78.50924918389553,62.38043684653158,87.38796393569064,49.733333333333334,66.0,16.03941945729033,1085.99127817261
